Word,Democrat Frequency,Republican Frequency
exceeded,2,7
expectations,0,17
tunnel,12,11
largely,7,5
misrepresented,0,2
texas,46,110
written,7,26
colleague,49,35
massive,28,24
advisory,21,16
recommended,8,5
cdc,36,9
sunday,16,25
reaping,0,2
suffer,16,17
demand,34,28
specializes,0,3
catholic,5,6
shaped,11,3
debt,74,53
cancellation,0,2
colleges,12,9
implementing,7,9
driven,5,4
troops,38,103
language,14,12
benefit,31,48
hbcus,4,6
flight,6,18
demands,20,22
wishlist,0,11
worst,38,18
secret,19,10
purposely,2,2
didnt,42,36
rename,6,19
farmville,0,3
predecessor,0,2
mentor,11,7
walter,8,17
jones,11,17
jr,23,13
instead,70,82
thinks,7,5
cheech,0,2
chong,0,2
economist,0,2
black,143,26
dearly,2,5
spectrum,4,17
evening,32,36
rid,6,7
mtr,0,3
common,34,59
amendments,7,13
shrunk,0,2
rushed,12,6
actions,47,42
murder,13,12
fox,8,26
electoral,20,28
helps,52,39
footing,0,3
reduces,0,8
tyranny,4,12
minutes,33,40
united,179,267
carolinas,2,10
shares,7,7
senschumer,71,9
requesting,16,35
eastern,9,26
clicking,3,5
profound,8,5
minds,4,11
prestigious,5,11
academies,15,26
check,143,98
parler,0,2
deny,16,8
implicated,0,3
instructing,0,2
races,7,9
costs,45,63
line,115,101
substantial,2,10
thursday,47,28
prosecute,0,7
fullest,2,7
extent,6,10
starts,29,13
itll,8,6
anyone,50,62
dissent,0,8
lefts,0,16
socialist,0,30
slippery,0,4
slope,0,2
thatll,4,3
result,30,50
authoritarian,5,14
fooled,2,4
piece,20,36
doctors,38,41
repbradwenstrup,0,10
highlighting,7,18
blatant,11,7
displayed,0,9
neutral,0,9
founded,11,11
corps,22,50
heritage,37,19
fi,5,11
marines,18,36
icymi,42,123
utmost,0,7
democracy,265,82
prosecuted,4,4
lawyou,0,2
candidate,8,20
preventing,16,27
contracting,5,7
institute,10,10
sciences,6,2
research,69,89
found,40,43
guilty,5,3
term,23,37
professionalism,0,3
intellect,4,5
judicial,22,46
philosophy,0,7
widely,17,3
praised,2,7
both,128,148
coast,49,24
guardsman,0,2
pray,10,29
strength,40,32
awful,3,10
somebody,0,2
looks,41,27
toll,24,9
disproportionately,44,8
affected,46,31
haiti,0,2
thought,18,10
calfornc,0,2
came,40,48
taught,7,3
honorthe,0,3
honorable,8,7
thing,80,51
cal,4,2
repair,6,11
owe,37,40
wife,17,26
bad,37,45
scandal,0,10
traitor,0,2
kamalaharris,61,4
fit,5,14
less,90,56
poor,11,12
caught,0,11
guys,6,7
biggest,10,22
shape,17,9
form,16,24
mikepence,0,22
qualities,3,2
assume,4,4
duties,5,9
vps,0,2
given,41,46
mental,84,66
condition,34,7
think,74,92
ignorance,2,3
arrogance,0,4
entitled,6,4
opinion,7,13
kamala,39,7
marxist,0,4
simply,33,34
likes,4,2
jimmy,2,10
conspiracy,19,23
theory,0,8
hillary,0,4
administrationmy,0,2
realdonaldtrumps,11,122
declassify,0,2
docs,3,6
bringing,28,52
attention,36,36
unconstitutional,6,20
reed,9,13
woods,5,4
quick,8,38
therapeutics,0,10
facts,25,30
developed,7,18
gopdoccaucus,0,3
myths,3,3
video,28,37
shame,5,8
left,118,151
despicable,10,13
problem,51,38
varneyco,0,10
express,13,19
wishes,21,31
testing,166,100
positive,35,51
coming,78,121
susanlitv,0,2
simon,0,3
learned,11,18
color,70,6
geographic,4,2
privacy,18,22
formally,4,11
condemn,26,24
dribram,0,2
cynical,3,4
divisive,2,3
adopting,0,6
haitian,0,2
nothing,60,92
nytimes,4,8
propaganda,2,20
russians,0,2
knowledge,13,21
cook,14,12
hoax,2,10
barackobama,7,3
assault,49,12
sitting,14,26
instantly,0,2
acb,0,2
giving,72,53
words,39,44
shes,34,39
proven,19,32
interpreting,0,2
incorporating,0,2
beliefs,0,16
delegitimize,2,4
dirt,0,2
october,59,78
prospective,0,2
clue,0,3
among,52,63
treat,21,22
tbi,0,3
ptsd,7,6
therapy,7,5
speech,38,68
asp,13,17
#dailypoint,3,2
dr,123,81
discusses,7,10
pursuit,10,19
#c,0,2
added,10,37
victories,4,4
normalizing,0,13
israel,13,119
uae,10,38
bahrain,0,35
agreements,8,19
nominated,17,29
nobel,3,7
peace,84,175
roll,14,10
heritageaction,0,6
pledge,14,13
invest,35,23
effectively,12,16
developing,10,30
murdered,19,8
cold,14,16
blood,12,10
islamic,2,4
terrorists,6,16
barbaric,2,6
manhattan,0,2
exist,6,7
#laborday,9,7
mind,24,22
fault,10,14
landed,4,3
visits,12,17
commemorate,22,22
ii,15,23
physician,4,12
progress,81,92
#warpspeed,0,2
yaf,0,4
qampa,7,17
poverty,11,10
theyve,56,41
above,32,46
defunding,3,22
jacksonville,2,11
congratulate,23,30
named,55,82
agency,38,37
participated,8,18
couple,6,13
date,20,41
pennsylvania,17,45
ideals,12,9
virtue,0,3
liberty,23,49
commonwealth,6,10
established,23,14
leveraged,0,2
defeat,36,45
harmful,32,21
practice,77,32
surprise,17,29
panelists,3,3
sharing,22,22
insights,4,5
highlighted,9,12
ways,69,74
gas,30,36
urging,77,77
sanctity,0,9
guarantee,9,5
electorate,0,5
plainly,0,2
previous,4,8
orders,26,22
shutdown,7,21
advantage,13,22
stores,7,8
destroy,13,31
harm,27,25
press,26,52
reauthorize,4,8
existing,20,11
muchneeded,22,23
corrections,0,6
duty,36,64
allenwood,0,2
pennsylvanias,6,7
worth,27,25
lifeline,14,21
remaining,15,22
refuses,15,16
shameful,28,25
cfap,3,18
incident,0,5
challenging,36,40
tasked,4,3
hopeful,12,18
shortages,11,6
facilities,31,42
passage,29,53
marks,53,41
milestone,26,16
communitys,10,11
collective,6,6
finish,24,15
explained,0,2
als,16,35
disability,19,27
headed,15,30
desk,29,37
become,69,70
eliminate,13,26
fivemonth,0,3
unleashing,0,5
having,93,78
february,7,12
pa,20,25
gene,3,5
expects,0,6
baseless,18,7
temporary,14,12
nurse,7,5
aides,0,2
stepped,16,11
nurses,24,17
repsusanwild,0,2
certification,7,7
talked,19,23
#pearlharbor,42,43
changed,34,26
course,36,36
infamous,2,4
resilience,32,28
rose,9,15
pursue,11,18
others,120,107
stunning,2,4
absolutely,43,44
cat,6,8
midst,37,15
aims,0,13
revise,0,2
respectively,0,4
prisons,12,3
respond,41,33
outbreaks,6,3
prison,13,15
however,15,19
inmates,4,5
admitted,5,18
stunt,4,4
audacity,0,4
decimated,2,9
contrast,0,9
cats,13,19
cannabis,27,21
frontline,82,50
compassion,19,8
determination,14,11
partisanship,3,11
sideshows,0,2
httpstcoyilcatjij,0,2
four,42,61
tear,7,3
unwavering,7,9
though,28,19
easy,30,28
persisted,0,2
several,38,53
general,88,93
affirm,2,2
miss,82,53
congressmangt,0,7
advocate,43,50
farming,6,12
head,74,34
start,83,67
hhsgov,22,31
unit,3,13
wilknewsradio,0,4
frank,6,17
andrews,0,8
happening,55,79
motion,8,28
recommit,67,10
procedural,0,6
tool,44,25
minority,20,26
agencies,37,41
repcloudtxs,0,4
rammed,2,3
included,56,54
word,34,23
recreational,0,3
weed,0,9
seems,14,16
hired,4,2
flooded,0,5
messages,2,11
pennsylvanians,7,19
whose,35,34
businesseslivelihoods,0,3
frustration,3,5
tell,44,35
pot,2,31
animal,4,7
negotiate,20,17
stopped,17,28
scspikes,0,2
option,13,11
repfredkeller,0,7
headline,3,3
misleading,0,7
refusal,28,12
root,11,5
perform,3,9
poorly,2,3
bureaucratic,4,3
mlb,3,7
draft,9,18
league,5,8
point,32,40
minor,2,6
baseball,7,6
#pa,0,2
giant,11,11
moderna,3,30
doorstep,0,3
mandates,5,18
engine,6,11
shopping,25,32
healthy,109,60
personnel,10,25
soaring,0,3
dow,0,5
greater,30,55
prosperity,20,42
invested,0,9
employed,3,5
seeing,41,62
ks,0,8
hardearned,3,12
records,16,15
nprc,2,3
requests,7,7
applauds,5,7
offers,10,20
bans,3,4
windows,4,2
determining,3,4
delegation,54,44
levine,0,4
mask,301,38
mandate,9,15
astonishing,2,2
duly,0,5
epochtimes,0,5
#vaccine,0,4
developments,4,9
newly,10,12
birthplace,0,2
religious,11,82
legacy,60,70
tens,18,13
bedrock,7,5
republic,5,18
rests,0,4
newsmaxs,0,2
momentarily,0,3
assembly,2,6
approving,6,12
audit,2,14
apprenticeship,46,18
disregards,2,2
explain,15,8
picture,5,7
businessesworkers,0,3
tools,37,32
observe,8,4
#apprenticeships,0,2
addressing,34,28
preparing,9,10
#nationalruralhealthday,4,15
report,104,183
enhance,9,14
renew,35,45
finding,33,20
solutions,46,68
contempt,2,3
leader,96,111
schumer,5,30
riddled,0,2
mission,32,57
none,9,16
reelected,15,16
businessesspeaker,0,2
reauthorizing,3,3
commonsense,9,44
korean,7,11
ambassador,11,8
medals,8,9
names,9,10
echo,0,3
halls,14,6
#americaneducationweek,12,7
educators,21,11
prepare,35,39
drug,36,72
authorized,4,21
ows,0,2
usnationalguard,2,29
#guard,0,5
usfda,6,44
vaccinethis,0,4
fastest,5,17
deve,0,4
#smallbiz,18,74
waysandmeansgop,0,56
showing,20,44
arewhile,0,3
pelo,0,5
#hanukkah,46,20
#florida,6,28
#fl,35,66
sat,13,9
prolong,0,3
pain,21,14
hardships,7,8
refusing,23,12
legali,0,2
leveraging,0,6
score,15,8
points,3,11
c,34,42
remembrance,23,21
perished,5,8
httpstcowuaizmfj,0,2
hurt,24,27
hsbcgop,0,21
amend,0,8
establish,14,26
sbas,0,2
re,14,23
votes,62,86
r,16,33
strugglingamerican,0,2
helppeople,0,2
#smallbusinesses,3,9
leaving,18,15
paychecks,8,7
decides,2,3
items,3,15
httpstcokzrtqyngsi,0,2
#smallbizsat,5,11
httpstcouibdwhwci,0,2
ht,7,9
blessings,11,38
yes,35,28
#greatamericancomeback,0,14
amidst,3,7
navigate,19,16
retool,0,2
pivot,0,4
makedo,0,2
#natladoptionday,0,7
#nationaladoptionmonth,0,18
wrong,39,56
paying,39,24
price,20,32
recounts,0,6
battles,2,5
irrespective,0,2
upheld,4,3
respected,15,8
matters,20,22
properly,7,16
jurisdiction,3,2
championed,3,5
touch,9,23
main,17,28
street,31,30
reliefyet,0,2
httpstcotkkecvoyau,0,2
simplerepublicans,0,3
games#letswork,0,3
presssec,0,3
pursuing,7,10
initiated,0,2
single,65,44
mobilization,0,3
historypioneering,0,2
manufacturi,0,2
eager,9,11
unlike,9,12
democratsmillions,0,2
returned,11,15
workif,0,2
safelythe,0,2
nhcatlantic,6,8
nov,46,39
hurricane,38,96
winds,6,15
expected,18,34
later,28,33
portions,0,4
honoring,40,39
whove,29,19
lakeland,0,2
presented,6,20
farmbureau,0,4
federation,0,2
floridas,18,19
ranching,0,2
vs,4,18
additionally,0,4
total,21,21
september,22,47
approximately,3,11
worse,31,15
enemy,6,9
early,102,83
professional,10,14
irsnews,7,28
#irs,3,15
tips,29,16
changes,27,31
tallied,0,2
#smallbusiness,3,15
revival,0,2
werent,5,12
lifewe,0,4
economywe,0,3
democ,0,5
lakelandpd,0,2
registration,33,20
halloween,14,9
florida,78,77
income,21,21
average,28,9
ongoing,36,45
bolster,12,27
outbreak,11,18
saw,18,32
gdp,0,28
q,0,15
roaring,0,6
eliminating,4,8
dhswolf,13,8
couldnt,33,25
donethey,0,2
itthey,0,5
spin,0,8
hide,5,19
truththey,0,2
booms,0,3
#floridas,0,4
heavily,2,2
reliant,0,3
tourism,3,15
spike,20,3
prices,9,22
dependent,7,12
proposed,26,33
afford,42,34
heartfelt,7,10
display,6,11
fracking,0,11
socalled,9,17
de,163,16
chuckgrassley,4,140
favorably,0,8
sena,0,4
actwe,4,3
letting,14,17
sole,2,3
#smallbizguardian,0,9
nfib,0,19
housevetaffairs,0,32
commander,12,17
scott,9,18
targets,3,6
user,0,4
based,24,39
undercut,0,2
continuing,67,80
unveiled,6,11
#section,0,17
lied,10,21
died,65,26
miles,14,34
wall,18,29
construction,11,48
faster,5,24
breast,8,28
cancer,57,85
impacts,42,41
outcomes,15,5
detection,6,12
doctor,13,22
fl,16,8
hook,3,4
#hispanicheritagemonth,3,3
diversity,48,10
document,2,15
governing,3,6
brilliant,6,19
crucial,43,60
upholding,3,18
senategop,37,117
gotten,8,12
longer,56,35
dangerouswhile,0,2
question,33,32
#confirmacb,0,52
responding,7,9
hopes,8,10
dreams,10,6
achieved,3,8
httpst,15,19
begins,37,19
busi,0,3
appoints,0,2
intel,3,25
eric,0,19
compromi,0,2
fashion,2,6
production,15,40
distribution,59,61
bernie,3,13
sanders,3,14
admits,2,8
christmas,36,68
rephagedorn,0,13
bri,0,2
fdas,2,7
approval,14,46
distributed,10,23
populations,11,11
repstevechabot,0,3
outside,33,18
stall,3,3
chera,0,2
martin,8,13
minnesota,34,24
emerging,3,16
obstruct,4,5
extremely,19,24
barriers,28,23
entry,3,8
compete,3,7
contracts,3,4
numbers,36,20
expired,3,11
avai,0,4
everywhere,28,10
ends,82,14
restoration,12,17
deductibility,0,4
forgiven,0,4
expenses,9,10
deductions,2,5
id,20,19
career,41,62
chase,0,7
josh,6,21
alexander,3,10
#mn,15,16
mnfarmbureau,0,2
affecting,9,13
shared,33,32
virtually,35,27
appreciate,22,102
able,122,113
memories,14,13
courageous,13,19
attempt,35,24
legalization,2,14
contribute,11,11
addiction,10,21
broken,17,13
repblaine,0,8
expanded,26,15
selected,20,36
rm,0,5
alongside,40,40
fronts,0,6
repronwright,0,6
inspiration,15,10
bow,0,5
tie,4,7
training,33,55
reduction,3,11
reimbursement,4,6
reduce,48,49
grain,0,17
standards,18,26
reauthorization,9,15
certainty,7,23
disruptions,2,5
inspection,0,7
improvements,10,20
renewal,4,3
licenses,0,6
walzs,0,3
delaying,4,5
king,9,23
considering,8,9
donating,12,12
charity,2,5
charitable,5,23
deduction,6,15
returns,10,14
#caresact,17,40
#givingtuesday,10,16
kerry,6,4
longtime,9,6
hypocrite,3,2
climate,288,37
shots,8,8
michelle,6,4
fischbach,0,2
welcome,74,93
minnesotas,5,10
straightnancy,0,8
repstevech,0,3
patriots,3,27
rally,11,6
terrific,7,17
detained,15,6
attempted,3,9
cop,0,2
killer,0,2
begin,57,54
lift,20,16
finger,2,4
fact,42,45
le,6,6
travis,0,5
courageously,0,3
gratitude,42,42
#thanksgiving,45,35
outlet,0,4
overcome,19,24
unilateral,0,4
shutter,0,6
crippling,2,3
implemented,4,13
freshman,0,6
sides,23,18
aisle,26,27
modernizecmte,9,13
told,26,29
httpstcoeitthytdsu,0,2
#icymi,26,53
brnagnewsmark,0,2
technology,23,75
efficiency,12,18
epas,6,9
#rfs,2,5
biomass,0,3
listen,97,85
catching,5,10
abcnews,0,4
impose,3,14
warned,7,10
herif,0,2
bus,36,9
repfinkenauer,3,4
ensures,24,26
plans,72,60
begun,21,15
interactive,5,4
classes,8,7
policing,9,9
forensic,0,6
various,3,13
careers,16,9
tells,18,20
advanced,10,26
#biofuels,0,2
biodieselmedia,0,3
biodiesel,0,9
rule,36,93
refinery,0,3
exemptions,2,4
repcheri,3,4
greenhouse,6,3
emissions,14,19
lowcarbon,3,2
fuel,29,14
hybrid,0,10
experiment,0,5
sincerest,0,3
growthenergy,0,7
biofuels,6,9
kttctv,0,2
guards,4,11
fleet,5,13
guardsmen,0,9
andrew,4,15
hopkins,2,2
educator,4,4
excellence,3,17
mr,40,55
circumstances,10,12
zach,0,4
front,49,42
professionals,31,44
worlds,18,25
proxy,0,29
scheme,8,10
fullyremote,0,2
v,8,14
ideas,18,23
inc,6,12
awardee,0,2
usdols,0,5
medallion,0,8
investments,37,33
recruiting,0,5
employing,2,5
retaining,0,7
text,12,26
procurement,0,3
entrepreneurs,14,23
contractors,8,13
battlefield,4,9
preserve,29,45
god,20,97
bless,5,65
mistake,17,16
socialists,0,7
iwo,0,3
jima,0,3
uncommon,0,3
valor,4,14
admiral,0,3
chester,0,3
unending,0,3
#semperfi,2,21
#economicimpactpayment,0,2
incredibly,26,36
experts,92,33
innovators,4,9
museum,21,17
admission,2,7
exhibit,6,3
#electionday,30,5
minnesotans,10,6
civic,4,12
west,35,101
parent,5,9
threatening,20,22
rochester,2,5
secgenescalia,0,7
maudborup,0,2
warm,19,15
talented,14,8
worke,0,2
legality,0,4
renegotiate,0,2
oneyear,3,2
toured,3,14
facility,29,61
briefed,0,5
companys,0,3
usacehq,5,11
mississippi,5,69
river,26,32
southeastern,0,3
son,25,21
navy,26,49
el,106,22
salvador,0,2
welldeserved,7,18
confident,18,53
distinguished,4,9
#nationaldayofthedeployed,3,7
mn,7,7
guard,54,62
fleets,0,2
size,3,11
detrimental,3,3
humanitarian,18,8
missions,6,15
brokered,0,8
sudan,2,18
agent,7,14
airport,7,30
organ,3,9
chief,35,40
kurt,0,4
administrator,7,8
strip,11,4
immunity,14,20
frivolous,6,4
lawsuits,11,5
webinar,10,15
army,31,50
#goarmybeatnavy,0,3
overreaching,0,3
httpstcooflqomicv,0,3
relocate,0,3
embassy,0,12
jerusalem,0,15
israels,0,4
prohibition,11,3
allegation,0,2
depends,18,5
iti,0,2
lancegooden,0,9
appoint,4,27
counsel,6,47
repgregsteube,0,7
prioritized,6,9
ceiling,0,11
fans,0,10
claim,16,26
jewish,28,38
sacred,9,11
morocco,4,18
diplomatic,6,21
middle,73,148
inspired,21,17
unless,17,11
influence,8,38
universities,10,13
wonder,6,12
boarded,0,3
protests,9,9
travel,25,24
promises,17,14
vanessas,0,2
promising,18,21
fort,25,26
hood,12,5
iraq,7,13
johnathon,0,2
loopholes,3,3
threatens,11,6
cosponsoring,11,17
willing,20,20
rallied,2,3
carried,7,4
compromising,3,3
designating,0,10
patrick,9,7
base,27,32
brevard,0,3
headquarters,3,14
usspacecom,0,7
lockdown,0,6
la,93,27
eat,14,6
hours,41,46
outdoor,28,20
dining,15,5
platforms,7,20
exchange,9,9
egregious,7,5
alexsalvinews,0,4
parisdennard,0,2
transition,139,19
afghanistan,14,24
twenty,0,2
visa,3,5
advisors,5,5
intellectual,0,22
morningsmaria,0,6
lord,0,17
endures,0,4
individual,18,24
blessing,9,12
yours,35,36
openly,6,6
endorsed,7,7
wondering,8,8
processwe,0,2
agendas,0,4
arrest,7,9
valued,4,2
tradition,18,20
ignore,18,17
exercise,11,22
bravely,18,19
stayathome,4,2
forced,43,31
closures,5,10
bothered,0,3
rulesi,0,2
stephmhamill,0,4
pme,0,2
guests,14,6
repjimbanks,0,17
chairman,48,292
conservatism,0,4
conferee,4,6
sound,17,12
servicemembers,86,36
shaunkraisman,0,3
#ccp,0,35
spy,0,15
steal,13,9
personal,34,40
bailout,7,3
crooked,0,2
stuff,7,8
content,6,30
fix,27,22
nra,6,2
wing,8,22
guns,7,9
stalwart,0,2
defenders,6,2
techs,0,16
kidding,0,3
apparently,4,14
interfered,0,2
position,25,26
overwhelming,19,7
warning,19,12
hhs,17,19
allocate,2,3
provider,3,6
monies,0,2
assisted,0,10
adequate,14,6
stopping,22,12
unchecked,7,4
cbpmarkmorgan,0,6
borders,0,10
penned,0,4
emphasizing,0,2
colluded,0,3
russia,17,50
claiming,6,7
overnight,0,5
handling,8,10
processing,4,8
criminally,2,2
outcome,19,17
within,28,54
adopted,7,12
verified,0,8
suit,7,10
voice,77,47
deceased,2,3
voters,76,30
manufactured,0,5
harvested,0,2
ustraderep,4,11
eus,0,2
unfair,8,6
negotiations,34,26
trading,3,5
strengthening,16,24
victims,41,59
burdensome,0,15
subjected,5,2
clocks,0,3
limit,26,21
rsc,0,7
hiring,12,9
unconditional,0,2
nobody,5,7
surprised,2,9
rampant,0,7
funded,7,19
forces,36,55
stating,0,3
curb,11,8
add,15,23
testimony,4,20
tony,8,14
bobulinski,0,7
abused,12,6
gain,6,19
interference,22,18
plain,8,6
grew,2,15
often,34,40
daytoday,3,2
prescription,20,35
ou,3,6
philadelphia,2,9
authorize,14,10
cures,0,10
pricing,2,11
floridians,31,11
enrolled,14,4
understand,33,54
leftist,0,6
ugly,2,2
dod,7,10
adversaries,8,18
armed,26,53
secured,19,26
issuing,3,3
safer,30,26
expense,8,12
aggressively,2,4
entities,2,7
charlotte,0,3
associations,3,4
systems,33,19
cleaner,11,6
petty,8,5
becoming,31,32
epaawheeler,3,20
interfere,7,6
highlands,0,2
count,86,58
servants,25,10
capable,12,4
caring,16,11
literally,13,8
five,34,22
dniratcliffe,0,16
disinformation,27,11
flagging,0,2
laptop,0,7
dni,4,8
intelligence,19,54
false,18,19
unforgettable,0,4
stanley,0,3
cup,9,6
billions,13,27
dormant,0,3
sarasota,0,2
plenty,4,10
explains,6,10
counterparts,3,5
factchecking,3,2
posts,4,9
adding,7,9
vilifying,0,2
thanking,4,24
exposed,28,22
#electionintegrity,0,2
sameach,41,14
repchiproy,0,13
hearingsthe,0,2
planes,3,7
reject,14,10
thriving,8,8
society,32,25
leftists,0,4
pick,20,18
garbage,4,2
pat,2,11
mayors,5,12
flying,7,18
wherever,4,8
repalexmooney,0,12
punish,5,14
electio,0,4
body,12,8
destroying,7,13
tyrannical,0,4
departments,3,13
teaching,5,10
hate,55,8
bail,0,18
x,15,3
solar,10,8
panels,0,3
wind,11,15
turbines,0,2
became,24,22
exporter,0,2
tackling,8,7
lowering,8,11
staying,32,15
pipeline,4,8
permitting,5,2
respects,9,13
blueprint,4,4
pet,2,4
dignity,46,14
dime,0,2
persecution,5,8
takes,53,40
gross,4,7
violation,4,5
empower,12,22
itself,12,5
incompetent,4,4
#tx,9,46
interns,9,7
david,16,23
intern,7,6
steady,8,7
heart,72,47
store,12,15
offering,23,15
restart,5,7
crushed,2,6
march,25,25
deaths,83,24
arlington,3,11
wreaths,0,6
reversal,0,4
pentagon,12,8
san,51,15
antonio,0,7
usa,12,21
ideal,0,6
location,53,26
insisting,2,2
yearolds,0,2
deployment,4,9
alive,10,15
soldiers,22,31
towers,0,2
medal,20,38
master,0,6
sgt,7,21
matthew,6,3
williams,4,12
advancing,17,28
portability,0,2
sta,3,4
rip,9,5
preston,0,2
die,19,12
bc,4,20
immigrant,34,2
started,41,22
stands,21,30
purposeful,0,2
exemplary,2,8
circuit,8,13
joetalkshow,0,3
tactics,5,14
nominees,29,42
inside,7,7
tarnish,0,2
drphilroe,0,10
#a,0,10
godspeed,2,5
ken,3,6
paxton,0,2
moments,12,7
requested,9,8
emerge,0,5
dark,40,8
room,18,13
treasury,32,20
tenure,4,5
playbook,5,7
examples,3,10
packed,4,2
sbalist,0,8
hyde,15,16
mill,2,2
enj,0,2
drugs,28,35
expensive,4,4
patients,58,94
bureaucrats,0,13
austin,23,10
murders,0,3
statutory,0,3
rape,0,4
vandalism,0,2
#defundthepolice,0,5
tedcruz,0,3
parade,0,9
recalls,0,2
acted,6,6
differences,7,9
views,13,15
targeting,11,14
personally,4,5
attacking,8,10
roy,0,9
routine,0,2
lawyer,15,7
senatedems,33,4
stories,45,40
observing,8,14
yom,4,9
kippur,4,9
gmar,4,8
chatima,3,3
tova,5,2
fast,21,33
gold,19,42
star,19,35
mothers,13,17
idly,2,3
controlled,2,8
humans,0,4
terrorist,6,26
organizations,22,37
unlawful,3,6
material,0,6
repbencline,0,2
hour,19,17
holes,0,2
repdeanphillips,0,7
hou,0,2
yaliberty,0,4
everything,96,65
music,22,19
venues,17,5
barber,4,2
hotels,0,3
#impeachment,0,2
fill,42,30
vacancy,3,16
comm,6,4
crush,18,3
#gop,6,2
plus,6,12
parties,20,15
killed,54,34
thin,3,3
blue,21,42
removing,7,5
impeach,0,3
weapon,5,5
safeguard,10,14
leos,0,3
repdlesko,0,5
ginsburg,19,30
tired,16,12
centuries,2,6
fever,3,3
burning,0,11
spanish,2,3
flu,71,18
wars,7,20
assemble,2,7
eroded,0,2
official,38,23
freedomcaucus,0,24
chairwoman,15,2
liz,0,2
cheney,0,3
wisely,0,3
listed,3,3
